#       freq (microHz)    spectrum (ppm2/microHz)   model spectrum (ppm2/microHz)
         870.5355444       0.01832866764           0.1558674
         870.5672544       0.07284614783           0.1558658
         870.5989645       0.01881338654           0.1558642
         870.6306745         0.417198964           0.1558626
         870.6623845        0.3172239988            0.155861
         870.6940946        0.1396655869           0.1558594
         870.7258046       0.00608715945           0.1558578
         870.7575146       0.08734042165           0.1558562
         870.7892247        0.1743458623           0.1558546
         870.8209347       0.01247118531            0.155853
         870.8526447        0.2448601633           0.1558515
         870.8843548       0.08152583461           0.1558499
         870.9160648        0.6748143881           0.1558483
         870.9477748       0.08741239861           0.1558467
         870.9794849       0.08238290642           0.1558451
         871.0111949        0.1379037942           0.1558435
         871.0429049        0.1242227242           0.1558419
          871.074615       0.02724550627           0.1558403
          871.106325        0.1941939394           0.1558387
          871.138035     0.0002208179973           0.1558371
         871.1697451        0.2289558907           0.1558356
         871.2014551        0.1502051808            0.155834
         871.2331651        0.0540990583           0.1558324
         871.2648752      0.004337326451           0.1558308
         871.2965852       0.09362491672           0.1558292
         871.3282952        0.1287219975           0.1558276
         871.3600053         0.157143721            0.155826
         871.3917153       0.09132114605           0.1558244
         871.4234253       0.09236428767           0.1558228
         871.4551354       0.07834888022           0.1558213
         871.4868454       0.03241318768           0.1558197
         871.5185554       0.02569452151           0.1558181
         871.5502655        0.5943423001           0.1558165
         871.5819755       0.04988677627           0.1558149
         871.6136855       0.05392664433           0.1558133
         871.6453956        0.1245810873           0.1558117
         871.6771056       0.08692023851           0.1558102
         871.7088156        0.1871729255           0.1558086
         871.7405257        0.1524483435            0.155807
         871.7722357      0.003078713379           0.1558054
         871.8039457          0.15197903           0.1558038
         871.8356558       0.01064580654           0.1558022
         871.8673658         0.107668281           0.1558006
         871.8990758      0.004525891035           0.1557991
         871.9307859        0.2334405376           0.1557975
         871.9624959       0.02104216928           0.1557959
         871.9942059       0.08570116623           0.1557943
          872.025916       0.07679434137           0.1557927
          872.057626        0.1096999493           0.1557911
          872.089336        0.3246891226           0.1557895
         872.1210461        0.4496830563            0.155788
         872.1527561       0.03683591604           0.1557864
         872.1844661        0.3580415206           0.1557848
         872.2161762     0.0007847576461           0.1557832
         872.2478862       0.04043405993           0.1557816
         872.2795962       0.06277641963             0.15578
         872.3113063       0.06494650012           0.1557785
         872.3430163       0.09187355074           0.1557769
         872.3747263       0.09041776641           0.1557753
         872.4064364        0.2529309723           0.1557737
         872.4381464        0.1461433874           0.1557721
         872.4698564       0.02227702207           0.1557706
         872.5015665         0.056946106            0.155769
         872.5332765       0.05193308536           0.1557674
         872.5649865        0.2938842004           0.1557658
         872.5966966        0.3264908799           0.1557642
         872.6284066       0.02088535995           0.1557626
         872.6601166       0.02183352572           0.1557611
         872.6918267        0.1194333981           0.1557595
         872.7235367        0.1203178478           0.1557579
         872.7552467        0.1362175126           0.1557563
         872.7869568        0.2674303005           0.1557547
         872.8186668       0.05735134577           0.1557532
         872.8503768       0.03830423217           0.1557516
         872.8820869       0.06753102242             0.15575
         872.9137969       0.01908168215           0.1557484
         872.9455069        0.1988880022           0.1557468
