#       freq (microHz)    spectrum (ppm2/microHz)   model spectrum (ppm2/microHz)
         870.5355444        0.2128416358           0.1558674
         870.5672544       0.01075959999           0.1558658
         870.5989645       0.04253980476           0.1558642
         870.6306745        0.1573294511           0.1558626
         870.6623845       0.05903311516            0.155861
         870.6940946       0.01392538812           0.1558594
         870.7258046       0.03139623577           0.1558578
         870.7575146        0.1145476053           0.1558562
         870.7892247        0.1777658118           0.1558546
         870.8209347      0.008932298581            0.155853
         870.8526447       0.02583484928           0.1558515
         870.8843548       0.05796314641           0.1558499
         870.9160648        0.1318925346           0.1558483
         870.9477748       0.04601853742           0.1558467
         870.9794849       0.01259553777           0.1558451
         871.0111949        0.1642194854           0.1558435
         871.0429049        0.0108494315           0.1558419
          871.074615        0.1381288861           0.1558403
          871.106325         0.196817042           0.1558387
          871.138035        0.2593591064           0.1558371
         871.1697451        0.4671591603           0.1558356
         871.2014551       0.05635536606            0.155834
         871.2331651          1.14021097           0.1558324
         871.2648752       0.05736073207           0.1558308
         871.2965852       0.06666255601           0.1558292
         871.3282952        0.3286770659           0.1558276
         871.3600053        0.1874641596            0.155826
         871.3917153        0.2184785319           0.1558244
         871.4234253        0.0405037711           0.1558228
         871.4551354       0.06542750557           0.1558213
         871.4868454       0.08060119735           0.1558197
         871.5185554        0.8251214791           0.1558181
         871.5502655       0.02095196038           0.1558165
         871.5819755      0.002520464666           0.1558149
         871.6136855        0.1160519632           0.1558133
         871.6453956        0.1630641903           0.1558117
         871.6771056      0.009520993507           0.1558102
         871.7088156        0.3602340978           0.1558086
         871.7405257        0.2112715052            0.155807
         871.7722357        0.1940880855           0.1558054
         871.8039457        0.1413452816           0.1558038
         871.8356558         0.163322392           0.1558022
         871.8673658        0.1983539308           0.1558006
         871.8990758        0.3442762831           0.1557991
         871.9307859        0.2948457293           0.1557975
         871.9624959        0.1654734859           0.1557959
         871.9942059        0.3608707252           0.1557943
          872.025916         0.131438134           0.1557927
          872.057626      0.003680901333           0.1557911
          872.089336        0.4791207371           0.1557895
         872.1210461       0.04285760729            0.155788
         872.1527561       0.09415750107           0.1557864
         872.1844661        0.4756653458           0.1557848
         872.2161762        0.2117272658           0.1557832
         872.2478862        0.2579936032           0.1557816
         872.2795962         0.272923837             0.15578
         872.3113063       0.09344533569           0.1557785
         872.3430163       0.05320929788           0.1557769
         872.3747263        0.1765667447           0.1557753
         872.4064364        0.2021343203           0.1557737
         872.4381464       0.03292381156           0.1557721
         872.4698564        0.2872736985           0.1557706
         872.5015665        0.2035850765            0.155769
         872.5332765       0.08231246582           0.1557674
