#       freq (microHz)    spectrum (ppm2/microHz)   model spectrum (ppm2/microHz)
         870.5355444        0.1311006388           0.1558674
         870.5672544       0.01633743095           0.1558658
         870.5989645        0.3329725602           0.1558642
         870.6306745        0.1586661233           0.1558626
         870.6623845      0.007168007308            0.155861
         870.6940946        0.1435639041           0.1558594
         870.7258046        0.5192847728           0.1558578
         870.7575146       0.09335114706           0.1558562
         870.7892247      0.007869022536           0.1558546
         870.8209347        0.2692074114            0.155853
         870.8526447        0.1952802372           0.1558515
         870.8843548        0.3184959154           0.1558499
         870.9160648       0.09399074906           0.1558483
         870.9477748       0.04868738193           0.1558467
         870.9794849         0.215013228           0.1558451
         871.0111949        0.1091530921           0.1558435
         871.0429049        0.2030872212           0.1558419
          871.074615       0.07971535909           0.1558403
          871.106325        0.1802107477           0.1558387
          871.138035        0.1313875328           0.1558371
         871.1697451        0.4554839748           0.1558356
         871.2014551       0.02288180947            0.155834
         871.2331651        0.1880773198           0.1558324
         871.2648752        0.4351646802           0.1558308
         871.2965852        0.1937137932           0.1558292
         871.3282952        0.2260505434           0.1558276
         871.3600053        0.2119250313            0.155826
         871.3917153        0.2027754176           0.1558244
         871.4234253        0.2218778215           0.1558228
         871.4551354        0.2996493371           0.1558213
         871.4868454       0.03456955039           0.1558197
         871.5185554        0.2482535506           0.1558181
         871.5502655       0.05443445165           0.1558165
         871.5819755        0.5353391326           0.1558149
         871.6136855        0.2279321473           0.1558133
         871.6453956        0.3161805959           0.1558117
         871.6771056        0.1881058839           0.1558102
         871.7088156       0.03407907409           0.1558086
         871.7405257         0.149585447            0.155807
         871.7722357        0.2926124481           0.1558054
         871.8039457        0.0517155883           0.1558038
         871.8356558        0.1370564333           0.1558022
         871.8673658        0.6347965418           0.1558006
         871.8990758        0.2834460715           0.1557991
         871.9307859       0.08876677314           0.1557975
         871.9624959     0.0005800533389           0.1557959
         871.9942059       0.00556153747           0.1557943
          872.025916         1.192634248           0.1557927
          872.057626         0.034435733           0.1557911
          872.089336       0.02568069561           0.1557895
         872.1210461       0.09456509919            0.155788
         872.1527561        0.2330412702           0.1557864
         872.1844661       0.05215695183           0.1557848
         872.2161762      0.009650480552           0.1557832
         872.2478862       0.06597061613           0.1557816
         872.2795962       0.05757275324             0.15578
         872.3113063       0.04453512097           0.1557785
         872.3430163        0.2600837099           0.1557769
         872.3747263       0.09681399667           0.1557753
         872.4064364       0.04436324744           0.1557737
         872.4381464       0.04042611657           0.1557721
         872.4698564        0.1869571292           0.1557706
         872.5015665       0.08393271849            0.155769
         872.5332765        0.5232758552           0.1557674
         872.5649865        0.1288731685           0.1557658
         872.5966966        0.4667601916           0.1557642
         872.6284066        0.2985891277           0.1557626
         872.6601166        0.2408773512           0.1557611
         872.6918267       0.02674238152           0.1557595
         872.7235367        0.1106739099           0.1557579
         872.7552467       0.02853544243           0.1557563
         872.7869568       0.02276780065           0.1557547
         872.8186668        0.1086565846           0.1557532
         872.8503768        0.1035722279           0.1557516
         872.8820869         0.135701626             0.15575
         872.9137969       0.06447861109           0.1557484
         872.9455069        0.2606425541           0.1557468
          872.977217        0.1268794336           0.1557453
          873.008927       0.07786581531           0.1557437
          873.040637         0.142160457           0.1557421
         873.0723471        0.2463406486           0.1557405
         873.1040571       0.08575535538            0.155739
         873.1357671       0.07656744126           0.1557374
         873.1674772       0.07781719493           0.1557358
         873.1991872       0.07889375364           0.1557342
         873.2308972        0.1683009289           0.1557326
         873.2626073        0.1730150151           0.1557311
         873.2943173       0.07271005944           0.1557295
         873.3260273        0.1678704036           0.1557279
         873.3577374        0.1235936953           0.1557263
         873.3894474        0.1840067667           0.1557248
         873.4211574       0.03409876556           0.1557232
         873.4528675        0.3317678142           0.1557216
         873.4845775         0.105680571             0.15572
         873.5162875        0.3108909025           0.1557184
         873.5479976        0.1993840953           0.1557169
         873.5797076        0.4012926264           0.1557153
         873.6114176        0.8728890872           0.1557137
         873.6431277       0.03507059502           0.1557121
         873.6748377        0.2638848253           0.1557106
         873.7065477       0.08032778902            0.155709
         873.7382578        0.5256853354           0.1557074
         873.7699678        0.1216235072           0.1557058
         873.8016778        0.1980153388           0.1557043
         873.8333879        0.2766061507           0.1557027
         873.8650979         0.236789456           0.1557011
         873.8968079       0.06953066215           0.1556995
          873.928518       0.03923511824            0.155698
          873.960228       0.03757038378           0.1556964
          873.991938       0.06066806848           0.1556948
         874.0236481        0.0499981179           0.1556933
         874.0553581       0.03215962979           0.1556917
         874.0870681       0.03772039409           0.1556901
         874.1187782       0.07950565381           0.1556885
         874.1504882        0.1741109127            0.155687
         874.1821982       0.04878232377           0.1556854
         874.2139083       0.01963176002           0.1556838
         874.2456183       0.04756709105           0.1556822
         874.2773283       0.01665179517           0.1556807
         874.3090384       0.06425866435           0.1556791
         874.3407484      0.006736376653           0.1556775
         874.3724584       0.09774549329            0.155676
         874.4041685        0.1213391503           0.1556744
         874.4358785        0.3009043096           0.1556728
         874.4675885        0.1926447503           0.1556712
         874.4992986        0.2945716762           0.1556697
         874.5310086       0.04879729259           0.1556681
         874.5627186       0.09129893176           0.1556665
         874.5944287        0.2303124889            0.155665
         874.6261387      0.007196144465           0.1556634
         874.6578487       0.04951201437           0.1556618
         874.6895588       0.01952675829           0.1556603
         874.7212688         0.168226227           0.1556587
         874.7529788       0.02739099371           0.1556571
         874.7846889        0.1783984751           0.1556555
         874.8163989        0.1804032806            0.155654
         874.8481089       0.04746435634           0.1556524
          874.879819       0.07796911256           0.1556508
          874.911529      0.001893679282           0.1556493
          874.943239        0.1186670444           0.1556477
         874.9749491       0.08406320403           0.1556461
         875.0066591        0.1042700461           0.1556446
         875.0383691       0.01690166056            0.155643
         875.0700792       0.09881716767           0.1556414
         875.1017892       0.01653230908           0.1556399
         875.1334992       0.01018972042           0.1556383
         875.1652093      0.008269423207           0.1556367
         875.1969193       0.02969050055           0.1556352
         875.2286293        0.1328727246           0.1556336
         875.2603394        0.4897717585            0.155632
         875.2920494       0.00475971918           0.1556305
         875.3237594        0.1145799042           0.1556289
         875.3554695        0.0479761841           0.1556273
         875.3871795         0.153293955           0.1556258
         875.4188895        0.6069601499           0.1556242
         875.4505996        0.1343498057           0.1556226
         875.4823096      0.006998949955           0.1556211
         875.5140196       0.01541905103           0.1556195
         875.5457297        0.1758188743           0.1556179
         875.5774397        0.4182179905           0.1556164
         875.6091497        0.3227230164           0.1556148
         875.6408598        0.1063483163           0.1556132
         875.6725698       0.02643273362           0.1556117
         875.7042798        0.1362294701           0.1556101
         875.7359899     0.0007711214932           0.1556086
         875.7676999        0.1402991622            0.155607
         875.7994099        0.2324707127           0.1556054
           875.83112        0.1611297096           0.1556039
           875.86283        0.1155095194           0.1556023
           875.89454        0.3227789067           0.1556007
         875.9262501        0.1797460976           0.1555992
         875.9579601       0.08289333285           0.1555976
         875.9896701       0.02536600727            0.155596
         876.0213802       0.03975892321           0.1555945
         876.0530902        0.9336414259           0.1555929
         876.0848002       0.07151978671           0.1555914
         876.1165103        0.2038193934           0.1555898
         876.1482203       0.03511154257           0.1555882
         876.1799303       0.09177817816           0.1555867
         876.2116404       0.09298671491           0.1555851
         876.2433504        0.0558335599           0.1555836
         876.2750604        0.3274423493            0.155582
         876.3067705        0.1002234872           0.1555804
         876.3384805        0.1467592711           0.1555789
         876.3701905       0.08352471844           0.1555773
         876.4019006       0.09347584391           0.1555757
         876.4336106       0.01880344386           0.1555742
         876.4653206        0.2671554904           0.1555726
         876.4970307        0.0864976614           0.1555711
         876.5287407       0.05070420732           0.1555695
         876.5604507       0.09053460229           0.1555679
         876.5921608       0.02771875097           0.1555664
         876.6238708       0.06818030764           0.1555648
         876.6555808         0.553162783           0.1555633
         876.6872909        0.1965886039           0.1555617
         876.7190009         0.505883269           0.1555602
         876.7507109       0.01735165048           0.1555586
          876.782421       0.03393320167            0.155557
          876.814131       0.06186363123           0.1555555
          876.845841        0.1714698711           0.1555539
         876.8775511       0.09473348771           0.1555524
         876.9092611         0.230700834           0.1555508
         876.9409711        0.1597948152           0.1555492
         876.9726812       0.07397478351           0.1555477
         877.0043912       0.05701139232           0.1555461
         877.0361012       0.07868429996           0.1555446
         877.0678113      0.008971737571            0.155543
         877.0995213       0.08829220874           0.1555415
         877.1312313       0.03341992614           0.1555399
         877.1629414        0.1772415008           0.1555383
         877.1946514        0.0632424768           0.1555368
         877.2263614         0.250871513           0.1555352
         877.2580715        0.1583717139           0.1555337
         877.2897815        0.0259331862           0.1555321
         877.3214915        0.1296096595           0.1555306
         877.3532016        0.4804273162            0.155529
         877.3849116        0.2159869033           0.1555275
         877.4166216       0.05706197705           0.1555259
         877.4483317      0.008818660586           0.1555244
         877.4800417        0.3461533223           0.1555228
         877.5117517       0.02749775816           0.1555212
         877.5434618        0.1880814066           0.1555197
         877.5751718        0.1208595153           0.1555181
         877.6068818      0.008987462791           0.1555166
         877.6385919        0.5989216751            0.155515
         877.6703019        0.1915243121           0.1555135
         877.7020119         0.387529912           0.1555119
          877.733722        0.1940771371           0.1555104
          877.765432       0.06554422445           0.1555088
          877.797142       0.04407168251           0.1555073
         877.8288521        0.2850523074           0.1555057
         877.8605621        0.2473384995           0.1555042
         877.8922721       0.01848890535           0.1555026
         877.9239822      0.008862415064           0.1555011
         877.9556922        0.8490672699           0.1554995
         877.9874022        0.1113031369           0.1554979
