#       freq (microHz)    spectrum (ppm2/microHz)   model spectrum (ppm2/microHz)
         870.5355444        0.1515234334           0.1558674
         870.5672544        0.2813845719           0.1558658
         870.5989645       0.07141416058           0.1558642
         870.6306745     0.0004461010003           0.1558626
         870.6623845      0.009041378843            0.155861
         870.6940946       0.02396144056           0.1558594
         870.7258046        0.1049567697           0.1558578
         870.7575146        0.2057336712           0.1558562
         870.7892247        0.2111486327           0.1558546
         870.8209347        0.1702554362            0.155853
         870.8526447       0.08420769865           0.1558515
         870.8843548        0.1335212537           0.1558499
         870.9160648        0.0277030274           0.1558483
         870.9477748       0.07369812494           0.1558467
         870.9794849        0.1657216199           0.1558451
         871.0111949       0.08280558509           0.1558435
         871.0429049        0.3021972779           0.1558419
          871.074615       0.04922990264           0.1558403
          871.106325        0.1205241264           0.1558387
          871.138035        0.3511490046           0.1558371
         871.1697451        0.4209358964           0.1558356
         871.2014551        0.1079425096            0.155834
         871.2331651       0.08062834986           0.1558324
         871.2648752      0.001491606542           0.1558308
         871.2965852        0.1063384006           0.1558292
         871.3282952       0.09838430544           0.1558276
         871.3600053       0.06248224983            0.155826
         871.3917153        0.1067701263           0.1558244
         871.4234253        0.2161468733           0.1558228
         871.4551354        0.2279837189           0.1558213
         871.4868454        0.2359801673           0.1558197
         871.5185554        0.1088701811           0.1558181
         871.5502655        0.6158052231           0.1558165
         871.5819755        0.5306607519           0.1558149
         871.6136855        0.2734774046           0.1558133
         871.6453956        0.1062977237           0.1558117
         871.6771056       0.02036564431           0.1558102
         871.7088156       0.02595343546           0.1558086
         871.7405257        0.1808522407            0.155807
         871.7722357        0.2556679529           0.1558054
         871.8039457       0.06055238417           0.1558038
         871.8356558        0.7690527711           0.1558022
         871.8673658        0.3015263531           0.1558006
         871.8990758        0.2373201703           0.1557991
         871.9307859       0.01759961488           0.1557975
         871.9624959        0.1796767973           0.1557959
         871.9942059        0.1696434454           0.1557943
          872.025916        0.1003653434           0.1557927
          872.057626         0.719530384           0.1557911
          872.089336        0.1170634628           0.1557895
         872.1210461       0.05983906559            0.155788
         872.1527561       0.09310064492           0.1557864
         872.1844661        0.1155787657           0.1557848
         872.2161762      0.005848065161           0.1557832
         872.2478862        0.0890488491           0.1557816
         872.2795962      0.003662968643             0.15578
         872.3113063        0.2426303137           0.1557785
         872.3430163        0.1019358265           0.1557769
         872.3747263          0.39168442           0.1557753
