#       freq (microHz)    spectrum (ppm2/microHz)   model spectrum (ppm2/microHz)
         870.5355444       0.03072557496           0.1558674
         870.5672544       0.08383379749           0.1558658
         870.5989645       0.09165384096           0.1558642
         870.6306745      0.004629591459           0.1558626
         870.6623845        0.4378732747            0.155861
         870.6940946       0.02282633305           0.1558594
         870.7258046       0.07559341939           0.1558578
         870.7575146        0.4509455201           0.1558562
         870.7892247       0.02826747647           0.1558546
         870.8209347        0.0870220529            0.155853
         870.8526447         0.153826716           0.1558515
         870.8843548        0.3534411461           0.1558499
         870.9160648        0.1136541826           0.1558483
         870.9477748        0.2117023013           0.1558467
         870.9794849        0.1057820009           0.1558451
         871.0111949       0.05927251016           0.1558435
         871.0429049       0.01931455033           0.1558419
          871.074615        0.3460632436           0.1558403
          871.106325        0.3152644079           0.1558387
          871.138035       0.08447071573           0.1558371
         871.1697451        0.1049323825           0.1558356
         871.2014551       0.04826890089            0.155834
         871.2331651       0.02023291536           0.1558324
         871.2648752       0.02019593382           0.1558308
         871.2965852        0.2779374008           0.1558292
         871.3282952        0.1238908133           0.1558276
         871.3600053       0.07463637568            0.155826
         871.3917153      0.007120209055           0.1558244
         871.4234253       0.04726584659           0.1558228
         871.4551354        0.0327146624           0.1558213
         871.4868454        0.1821702019           0.1558197
         871.5185554        0.2165814112           0.1558181
         871.5502655        0.2550997817           0.1558165
         871.5819755        0.1581951921           0.1558149
         871.6136855        0.3523783805           0.1558133
         871.6453956      0.007923621704           0.1558117
         871.6771056        0.4849886184           0.1558102
         871.7088156        0.3399615042           0.1558086
         871.7405257       0.09701756516            0.155807
         871.7722357       0.04969965311           0.1558054
         871.8039457        0.1693917514           0.1558038
         871.8356558        0.1459345947           0.1558022
         871.8673658       0.02967768889           0.1558006
         871.8990758      0.009963377043           0.1557991
         871.9307859       0.01496407805           0.1557975
         871.9624959        0.1457558216           0.1557959
         871.9942059       0.05527922446           0.1557943
          872.025916        0.0034924081           0.1557927
          872.057626        0.1468627982           0.1557911
          872.089336       0.04468723719           0.1557895
         872.1210461       0.05538389147            0.155788
         872.1527561       0.01765469287           0.1557864
         872.1844661       0.09022524923           0.1557848
         872.2161762        0.0178748999           0.1557832
         872.2478862       0.08291612355           0.1557816
         872.2795962        0.1542270943             0.15578
         872.3113063        0.3441107909           0.1557785
         872.3430163        0.3329448123           0.1557769
         872.3747263       0.01091293665           0.1557753
         872.4064364        0.1623887443           0.1557737
         872.4381464        0.3554259982           0.1557721
         872.4698564       0.08688404798           0.1557706
         872.5015665        0.1553939629            0.155769
         872.5332765       0.04255880885           0.1557674
         872.5649865        0.2258579304           0.1557658
         872.5966966        0.2333186452           0.1557642
         872.6284066       0.04288635121           0.1557626
         872.6601166        0.8133856457           0.1557611
         872.6918267        0.2018782271           0.1557595
         872.7235367        0.1448349217           0.1557579
         872.7552467        0.0259981651           0.1557563
         872.7869568        0.1542873009           0.1557547
         872.8186668        0.4307436291           0.1557532
         872.8503768        0.2426880213           0.1557516
         872.8820869       0.06825516763             0.15575
         872.9137969       0.03788288417           0.1557484
         872.9455069      0.005333781904           0.1557468
          872.977217       0.01658129885           0.1557453
          873.008927        0.2201873781           0.1557437
          873.040637        0.1131223138           0.1557421
         873.0723471       0.02713192079           0.1557405
         873.1040571        0.1410552115            0.155739
         873.1357671       0.06880333111           0.1557374
         873.1674772        0.2203968484           0.1557358
         873.1991872        0.1846303281           0.1557342
         873.2308972        0.4755287233           0.1557326
         873.2626073       0.02094618763           0.1557311
         873.2943173        0.5627987746           0.1557295
         873.3260273        0.1280566983           0.1557279
         873.3577374       0.07616133401           0.1557263
         873.3894474       0.02497672882           0.1557248
         873.4211574       0.04139977926           0.1557232
         873.4528675      0.005253869132           0.1557216
         873.4845775        0.1384599028             0.15572
         873.5162875        0.1211605838           0.1557184
         873.5479976         0.234169004           0.1557169
         873.5797076        0.3833854625           0.1557153
         873.6114176      0.001125444687           0.1557137
         873.6431277       0.05685935273           0.1557121
         873.6748377        0.4994744566           0.1557106
         873.7065477        0.2291561688            0.155709
         873.7382578        0.2272748773           0.1557074
         873.7699678         0.123569487           0.1557058
         873.8016778        0.1750645391           0.1557043
         873.8333879        0.1186523209           0.1557027
         873.8650979        0.1239780834           0.1557011
         873.8968079        0.2146382399           0.1556995
          873.928518         0.216829251            0.155698
          873.960228          0.55888818           0.1556964
          873.991938        0.2083915994           0.1556948
         874.0236481       0.06585619234           0.1556933
         874.0553581       0.08424257868           0.1556917
         874.0870681        0.5352769775           0.1556901
         874.1187782       0.01630119898           0.1556885
         874.1504882       0.01659354452            0.155687
         874.1821982       0.01990774805           0.1556854
         874.2139083       0.07189148309           0.1556838
         874.2456183        0.3163782055           0.1556822
         874.2773283       0.01148566528           0.1556807
         874.3090384        0.3372983499           0.1556791
         874.3407484       0.01682518212           0.1556775
         874.3724584       0.03562470472            0.155676
         874.4041685       0.09707783591           0.1556744
         874.4358785      0.004668975175           0.1556728
         874.4675885       0.09986725203           0.1556712
         874.4992986        0.2498757129           0.1556697
         874.5310086        0.1178832983           0.1556681
