#       freq (microHz)    spectrum (ppm2/microHz)   model spectrum (ppm2/microHz)
         870.5355444           0.2715955           0.1558674
         870.5672544      0.001459476833           0.1558658
         870.5989645       0.03003919525           0.1558642
         870.6306745        0.3483832966           0.1558626
         870.6623845       0.09788217677            0.155861
         870.6940946      0.002765184113           0.1558594
         870.7258046        0.8509504549           0.1558578
         870.7575146        0.8961624203           0.1558562
         870.7892247       0.09206587659           0.1558546
         870.8209347        0.1645475633            0.155853
         870.8526447       0.05703075227           0.1558515
         870.8843548        0.3331966942           0.1558499
         870.9160648        0.0677305228           0.1558483
         870.9477748        0.2088205489           0.1558467
         870.9794849       0.09138339146           0.1558451
         871.0111949        0.2216850652           0.1558435
         871.0429049        0.5015086223           0.1558419
          871.074615       0.06075199081           0.1558403
          871.106325         0.014733233           0.1558387
          871.138035        0.1562572923           0.1558371
         871.1697451       0.06628421722           0.1558356
         871.2014551        0.1873400836            0.155834
         871.2331651       0.08387779185           0.1558324
         871.2648752      0.002470100578           0.1558308
         871.2965852       0.03544857167           0.1558292
         871.3282952        0.1016987861           0.1558276
         871.3600053       0.05075523127            0.155826
         871.3917153        0.1661960102           0.1558244
         871.4234253        0.3101101116           0.1558228
         871.4551354        0.2481833256           0.1558213
         871.4868454       0.01211032388           0.1558197
         871.5185554        0.1060998746           0.1558181
         871.5502655       0.08329582963           0.1558165
         871.5819755       0.03258391219           0.1558149
         871.6136855       0.05059597145           0.1558133
         871.6453956        0.4742500564           0.1558117
         871.6771056        0.1370739913           0.1558102
         871.7088156       0.05862580147           0.1558086
         871.7405257        0.1092946823            0.155807
         871.7722357        0.5589673446           0.1558054
         871.8039457        0.1179102891           0.1558038
         871.8356558        0.3019733401           0.1558022
         871.8673658      0.005395684292           0.1558006
         871.8990758       0.09529479801           0.1557991
         871.9307859       0.02395670167           0.1557975
         871.9624959       0.03597930104           0.1557959
         871.9942059      0.009594700146           0.1557943
          872.025916       0.07736019267           0.1557927
          872.057626       0.04842037912           0.1557911
          872.089336       0.03823249936           0.1557895
         872.1210461        0.5415745813            0.155788
         872.1527561        0.1578575632           0.1557864
         872.1844661        0.3590163155           0.1557848
         872.2161762       0.05226188268           0.1557832
         872.2478862        0.5205744156           0.1557816
         872.2795962        0.4122417373             0.15578
         872.3113063       0.03765663471           0.1557785
         872.3430163        0.2965534532           0.1557769
         872.3747263       0.00444972909           0.1557753
         872.4064364       0.04567268113           0.1557737
         872.4381464        0.5719797668           0.1557721
         872.4698564        0.3029472689           0.1557706
         872.5015665       0.05977380985            0.155769
         872.5332765       0.07825228521           0.1557674
         872.5649865        0.1088353162           0.1557658
         872.5966966        0.3768618047           0.1557642
         872.6284066         0.059850298           0.1557626
         872.6601166       0.02606320767           0.1557611
         872.6918267        0.3152890937           0.1557595
         872.7235367         0.150480663           0.1557579
         872.7552467        0.1323181954           0.1557563
         872.7869568       0.08124201669           0.1557547
         872.8186668        0.1159879631           0.1557532
         872.8503768        0.1744162388           0.1557516
         872.8820869        0.1567888451             0.15575
         872.9137969        0.2120310183           0.1557484
         872.9455069        0.0357222346           0.1557468
          872.977217       0.01807357965           0.1557453
          873.008927       0.03026914449           0.1557437
          873.040637       0.07389542208           0.1557421
         873.0723471          0.11845813           0.1557405
         873.1040571       0.02582754643            0.155739
         873.1357671        0.1167337448           0.1557374
         873.1674772        0.1012417693           0.1557358
         873.1991872       0.07494941477           0.1557342
         873.2308972        0.2256313686           0.1557326
         873.2626073       0.01113838167           0.1557311
         873.2943173        0.3764569557           0.1557295
         873.3260273        0.4464749561           0.1557279
         873.3577374        0.1259921344           0.1557263
         873.3894474       0.09766645835           0.1557248
         873.4211574        0.3815428921           0.1557232
         873.4528675        0.1096853634           0.1557216
         873.4845775       0.05946704815             0.15572
         873.5162875        0.4611866271           0.1557184
         873.5479976        0.1088597867           0.1557169
         873.5797076        0.1698046369           0.1557153
         873.6114176       0.08493159572           0.1557137
         873.6431277        0.0086641987           0.1557121
         873.6748377       0.04627854796           0.1557106
         873.7065477        0.2057457128            0.155709
         873.7382578        0.3786491479           0.1557074
         873.7699678       0.03717530008           0.1557058
         873.8016778        0.0290982628           0.1557043
         873.8333879        0.6722414294           0.1557027
         873.8650979       0.07421522712           0.1557011
